TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring
8411,Milady 8411,harajuku,clay,sparkle,brown,mouse tank,bowl blue,,25,harajuku-gyaru,normal,8411,snakebites,bear ears,,,
8412,Milady 8412,bushland,tan,teary,grey,pink coat,tuft brown,,23,lolita,normal,8412,,,,,
8413,Milady 8413,casino,pink,sleepy,lilac,tie dye shirt,tuft purple,lean neck tattoo,35,harajuku-gyaru,a-drip,8413,,trucker construction,,,loop chain earring
8414,Milady 8414,casino,clay,sleepy,green,heihei shirt,tuft blue,spider neck tattoo,48,prep-harajuku,ss-drip,8414,,earflap cap,moakleys,cherry necklace,
8415,Milady 8415,sunrise,pale,classic,blue,ribbon lolita,og green,,15,lolita,normal,8415,,,,,
8416,Milady 8416,sunset,tan,dilated,green,gold spray puffer,tuft green,,35,lolita-hypebeast,a-drip,8416,,pink bonnet,,,strawberry earring
8417,Milady 8417,bjork,pink,sparkle,green,matagonia pullover,bowl brown,,38,hypebeast-gyaru,a-drip,8417,,trucker hat 911,,,cherry earring
8418,Milady 8418,sunset,clay,sparkle,green,mwo shirt,tuft purple,,28,prep-gyaru,c-drip,8418,,tennis visor,,,
8419,Milady 8419,tennis,clay,closed,brown,silk shirt,og frosted purple,,40,hypebeast-gyaru,s-drip,8419,,denim usa cap,,,loop chain earring
8420,Milady 8420,bushland,pink,crying,brown,peter pan collar shirt,short pink,,37,lolita,a-drip,8420,star heart tattoo,,mottega sunglasses yellow,,dual rings gold
8421,Milady 8421,sunrise,pale,teary,blue,zip polo,og orange,,36,lolita-harajuku,a-drip,8421,,maid hat,,cherry necklace,flower earring
8422,Milady 8422,yashima,pink,dilated,green,blue ribbon tank,braid green,,34,gyaru,b-drip,8422,,aloha visor,,,
8423,Milady 8423,sonora,pale,classic,aqua,gold spray puffer,tuft brown,,21,hypebeast,normal,8423,,,,,
8424,Milady 8424,mountain,pale,classic,green,heihei shirt,bowl purple,,41,prep-harajuku,s-drip,8424,star heart tattoo,tennis visor,,coral cross necklace,double safety pins
8425,Milady 8425,sunrise,black,teary,brown,goth poncho,short blonde,castle neck tattoo,36,lolita,a-drip,8425,,,,,
8426,Milady 8426,mountain,pink,sparkle,brown,mape hoodie,og blonde,,19,hypebeast,normal,8426,,,,,
8427,Milady 8427,casino,clay,teary,brown,skull sweater,tuft blue,,24,hypebeast-gyaru,normal,8427,,trucker anime,,,
8428,Milady 8428,sunrise,pale,classic,blue,peter pan collar shirt,bowl black,,18,lolita,normal,8428,,,sunglasses,,
8429,Milady 8429,clouds,pale,smug,brown,remilia tank,bowl blue,,31,gyaru,b-drip,8429,,trucker anime,,,
8430,Milady 8430,mountain,pink,sleepy,blue,pink coat,og blonde,anime chest tattoo,26,lolita,c-drip,8430,,,,,
8431,Milady 8431,bushland,pink,sleepy,green,western jacket,og orange,,26,hypebeast-gyaru,c-drip,8431,,trucker pink camo,,,
8432,Milady 8432,sunrise,pink,smug,green,cactus shirt,short blonde,,39,gyaru,a-drip,8432,,backwards trucker pink,,,chrome cross
8433,Milady 8433,mountain,clay,heart eyes,blue,maid,short blonde,,27,lolita-gyaru,c-drip,8433,nose ring gold,denim usa cap,,,
8434,Milady 8434,casino,pale,sleepy,green,skull sweater,tuft green,,24,prep-hypebeast,normal,8434,,beret,,,cross earring
8435,Milady 8435,mountain,tan,sleepy,green,green blazer,braid purple,,28,prep,c-drip,8435,,,,,
8436,Milady 8436,tennis,pale,dilated,green,mape hoodie,og frosted purple,,44,hypebeast-gyaru,s-drip,8436,nose ring silver,rhinestone skull cap,mottega sunglasses yellow,,double safety pins
8437,Milady 8437,roadside,clay,dilated,green,blue sweatervest,short blue,,22,prep-hypebeast,normal,8437,,buckethat,,,
8438,Milady 8438,casino,pink,classic,green,goth harajuku,tuft blue,,29,harajuku-gyaru,c-drip,8438,,trucker pink camo,,,
8439,Milady 8439,clouds,pale,sparkle,leaf,knit sweater,braid green,,27,prep-gyaru,c-drip,8439,,trucker oasis,prescription glasses,girl necklace,
8440,Milady 8440,bushland,tan,dilated,green,maf rothko,bowl slate,,29,hypebeast,c-drip,8440,,,,,double safety pins
8441,Milady 8441,bjork,clay,classic,brown,matagonia pullover,bowl green,,36,hypebeast,a-drip,8441,,,prescription glasses,mestwood pearl necklace,strawberry earring
8442,Milady 8442,mountain,pink,dilated,green,western jacket,tuft green,,19,hypebeast,normal,8442,,,,,
8443,Milady 8443,sonora,pink,sparkle,brown,pink coat,short blonde,spider neck tattoo,40,lolita-prep,s-drip,8443,teardrops tattoo,earflap cap,,,strawberry earring
8444,Milady 8444,sonora,pale,dilated,leaf,green blazer,og green,,34,prep,b-drip,8444,temple cross tattoo,orange beret,,,
8445,Milady 8445,sunrise,pale,teary,green,remilia tank,og frosted blonde,,34,lolita-gyaru,b-drip,8445,,maid hat,,smiley bead necklace,flower earring
8446,Milady 8446,streets,clay,dilated,blue,super lover shirt,bowl brown,,17,gyaru,normal,8446,,,,,safety pin piercing
8447,Milady 8447,sunset,pink,classic,blue,cactus shirt,bowl brown,anime chest tattoo,43,prep-gyaru,s-drip,8447,,spotted fur hat,,,diamond stud
8448,Milady 8448,sonora,pale,dilated,blue,ribbon lolita,og blonde,,25,lolita-prep,normal,8448,,bean hat,,,cherry earring
8449,Milady 8449,bushland,pale,teary,aqua,red puffer,og blonde,,18,hypebeast-gyaru,normal,8449,nose ring gold,trucker im so,,,
8450,Milady 8450,sunrise,alien,dilated,green,bosozuku jacket,tuft purple,,48,harajuku,ss-drip,8450,,,,pearl necklace,
8451,Milady 8451,sunset,pale,sparkle,green,western jacket,tuft dark,,22,lolita-hypebeast,normal,8451,,maid hat,,,double safety pins
8452,Milady 8452,sunrise,pink,sparkle,brown,mwo shirt,tuft brown,,19,gyaru,normal,8452,,,,,
8453,Milady 8453,bushland,pale,teary,brown,tie dye shirt,bowl brown,,16,harajuku,normal,8453,,,prescription glasses,,
8454,Milady 8454,sunrise,pale,sparkle,gold,cardigan tee,short blue,,26,prep-harajuku,c-drip,8454,,varsity cap,,mestwood pearl necklace,
8455,Milady 8455,clouds,pale,dilated,brown,kogal cardigan,braid blue,,25,prep,normal,8455,,,,,bar piercings
8456,Milady 8456,sonora,clay,sparkle,blue,blue ribbon tank,og blonde,,21,gyaru,normal,8456,,,,pearl necklace,flower earring
8457,Milady 8457,sunrise,pale,sparkle,green,sheep pullover,og blonde,,25,prep-gyaru,normal,8457,,rhinestone skull cap,,,
8458,Milady 8458,roadside,pink,dilated,brown,bosozuku jacket,tuft dark,spider neck tattoo,35,harajuku,a-drip,8458,,,,lean neck tattoo,
8459,Milady 8459,tennis,pale,heart eyes,blue,cactus shirt,,,33,harajuku-gyaru,b-drip,8459,,strawberry hat,prescription glasses,,
8460,Milady 8460,nagano,pink,sparkle,brown,sheep pullover,short blonde,,55,prep,ss-drip,8460,nose ring silver,spotted fur hat,cobain glasses,,cross earring
8461,Milady 8461,sonora,clay,dilated,green,maf creeper,braid blue,,25,hypebeast,normal,8461,nose ring gold,,,,
8462,Milady 8462,mountain,clay,classic,blue,cardigan tee,short blue,castle neck tattoo,34,lolita-harajuku,b-drip,8462,,blue pink bow,round glasses,,diamond stud
8463,Milady 8463,roadside,clay,classic,lilac,heihei shirt,short green,,37,harajuku,a-drip,8463,,,,coral cross necklace,burger earring
8464,Milady 8464,xp,pink,crying,blue,tie dye shirt,bowl slate,,23,prep-harajuku,normal,8464,,beret,,,
8465,Milady 8465,bushland,clay,teary,brown,ribbon lolita,og frosted blonde,,25,lolita-harajuku,normal,8465,,cat earmuffs,,,
8466,Milady 8466,bushland,clay,sparkle,green,cactus shirt,short blue,,25,gyaru,normal,8466,,,,,diamond stud
8467,Milady 8467,sunrise,pale,sparkle,brown,blue sweatervest,og green,,35,prep,a-drip,8467,crescent tattoo,tennis visor,,,loop chain earring
8468,Milady 8468,mountain,pale,classic,brown,goth harajuku,bowl blue,,29,prep-harajuku,c-drip,8468,face piercings,plaid bonnet,,,double safety pins
8469,Milady 8469,nagano,pink,dilated,blue,bear sweater,tuft purple,,23,prep,normal,8469,,,,,
8470,Milady 8470,sonora,pink,sparkle,blue,kogal cardigan,og black,,25,prep-gyaru,normal,8470,,cross cap white,sunglasses,,
8471,Milady 8471,streets,pale,closed,green,maf rothko,bowl black,castle neck tattoo,39,hypebeast-gyaru,a-drip,8471,,aloha visor,,,bar piercings
8472,Milady 8472,sunrise,pink,sparkle,blue,im cute im punk shirt,bowl slate,,15,gyaru,normal,8472,,,,,
8473,Milady 8473,sunrise,pink,smug,green,knit sweater,tuft brown,,30,prep-hypebeast,b-drip,8473,temple cross tattoo,meedles headband,,cherry necklace,
8474,Milady 8474,mountain,pink,dilated,brown,maid,short pink,,28,lolita,c-drip,8474,,,,,
8475,Milady 8475,sunset,pale,sparkle,brown,blue ribbon tank,og green,,28,gyaru,c-drip,8475,nose ring gold,trucker construction,,,loop chain earring
8476,Milady 8476,sunset,tan,dilated,blue,pink knit polo,braid brown,,34,prep,b-drip,8476,,,harajuku glasses,,
8477,Milady 8477,bushland,tan,sparkle,blue,sailor lolita,bowl purple,,34,lolita-gyaru,b-drip,8477,,flower clip,,,
8478,Milady 8478,mountain,pale,sleepy,brown,mape hoodie,og orange,,44,hypebeast-harajuku,s-drip,8478,,cake hat,yy glasses,,cherry earring
8479,Milady 8479,sunrise,clay,dilated,blue,sailor lolita,bowl slate,,20,lolita,normal,8479,temple cross tattoo,,,,
8480,Milady 8480,sunset,pale,dilated,blue,knit sweater,bowl black,,16,prep,normal,8480,,,,lean neck tattoo,
8481,Milady 8481,sunset,tan,teary,leaf,blue pink shirt,og frosted blonde,,27,lolita,c-drip,8481,star heart tattoo,,,,
8482,Milady 8482,bushland,clay,crying,blue,sweater and tie,short blonde,,21,prep,normal,8482,,,,,
8483,Milady 8483,clouds,pink,sleepy,blue,fuzzy coat,og orange,,21,prep,normal,8483,,,,,
8484,Milady 8484,mountain,pink,dilated,brown,sweater and tie,og blue,,31,prep-gyaru,b-drip,8484,,shy saints cap,,,diamond stud
8485,Milady 8485,nagano,pink,dilated,green,sweater and tie,bowl brown,,24,prep-gyaru,normal,8485,,backwards trucker pink,,,
8486,Milady 8486,casino,pale,teary,brown,red puffer,braid brown,,17,hypebeast,normal,8486,,,,,
8487,Milady 8487,sunset,pink,classic,grey,green blazer,tuft blue,,31,prep-gyaru,b-drip,8487,face piercings,trucker white rabbit,round glasses,,chain earrings
8488,Milady 8488,bushland,clay,dilated,blue,bear sweater,short pink,,31,prep,b-drip,8488,snakebites,,mottega sunglasses yellow,,
8489,Milady 8489,sunset,pale,crying,brown,blue sweatervest,tuft green,,27,prep-gyaru,c-drip,8489,,trucker im so,,mestwood pearl necklace,cherry earring
8490,Milady 8490,roadside,tan,sparkle,brown,super lover shirt,og black,,19,gyaru,normal,8490,,,,,
8491,Milady 8491,roadside,pink,dilated,brown,maf rothko,bowl black,,50,hypebeast,ss-drip,8491,milady pilled tattoo,alien hat,prescription glasses,,
8492,Milady 8492,roadside,clay,teary,blue,leopard vest,braid black,,33,harajuku-gyaru,b-drip,8492,,flower clip,,,flower earring
8493,Milady 8493,casino,pink,dilated,green,bear sweater,tuft brown,,22,lolita-prep,normal,8493,,goth headband,,,
8494,Milady 8494,sunset,pink,sparkle,brown,pink knit polo,braid brown,,28,prep-harajuku,c-drip,8494,,bear ears,,,safety pin piercing
8495,Milady 8495,casino,clay,classic,blue,super lover shirt,short green,,28,prep-gyaru,c-drip,8495,,tennis visor,,,cherry earring
8496,Milady 8496,tennis,pale,classic,brown,kogal cardigan,og blonde,,16,prep,normal,8496,teardrops tattoo,,,,
8497,Milady 8497,roadside,pale,dilated,brown,bear sweater,tuft blue,,19,prep-harajuku,normal,8497,,bear ears,,,
8498,Milady 8498,bushland,pink,sparkle,brown,mwo shirt,og blue,,28,gyaru,c-drip,8498,crescent tattoo,,,,
8499,Milady 8499,sunrise,pale,sparkle,blue,black blazer,og blue,,18,prep-gyaru,normal,8499,,trucker anime,,,
8500,Milady 8500,clouds,clay,spiral,lilac,knit sweater,braid black,,31,prep-gyaru,b-drip,8500,,trucker im so,mottega sunglasses yellow,smiley bead necklace,
8501,Milady 8501,sunset,pink,classic,green,green blazer,og frosted purple,,27,prep,c-drip,8501,,,,,flower earring
8502,Milady 8502,yashima,pink,sparkle,green,knit sweater,og blonde,,17,prep,normal,8502,,,,,
8503,Milady 8503,mountain,pink,classic,green,malenciaga neon,og blonde,,42,hypebeast-harajuku,s-drip,8503,nose ring gold,heihei hat,,,
8504,Milady 8504,sonora,clay,classic,grey,remilia tank,bowl brown,,17,gyaru,normal,8504,,,,,
8505,Milady 8505,sonora,clay,sparkle,green,blue pink shirt,tuft blue,,19,lolita,normal,8505,,,prescription glasses,,
8506,Milady 8506,sunset,alien,teary,blue,im cute im punk shirt,tuft blue,,40,harajuku-gyaru,s-drip,8506,,bandana,,,chain earrings
8507,Milady 8507,bushland,pink,sparkle,blue,skull sweater,braid purple,anime chest tattoo,34,hypebeast,b-drip,8507,,,,,
8508,Milady 8508,sunrise,pink,dilated,blue,hikki condition shirt,short orange,,28,gyaru,c-drip,8508,,,,,dual rings gold
8509,Milady 8509,clouds,pink,classic,blue,red puffer,tuft brown,,28,hypebeast,c-drip,8509,crescent tattoo,,,,strawberry earring
8510,Milady 8510,sunrise,clay,classic,lilac,sheep pullover,og blonde,,29,prep,c-drip,8510,snakebites,,,,burger earring
8511,Milady 8511,sonora,clay,classic,brown,leopard vest,og blue,,32,hypebeast-harajuku,b-drip,8511,,trucker gothic milady,sunglasses,,
8512,Milady 8512,casino,pink,classic,green,fur coat,short green,castle neck tattoo,45,lolita,ss-drip,8512,nose ring silver,maid hat,,,heart pearls earring
8513,Milady 8513,sunset,pink,classic,brown,goth poncho,bowl blue,,32,lolita-hypebeast,b-drip,8513,,treeprint bucket,,,
8514,Milady 8514,sunset,clay,sleepy,blue,green blazer,bowl black,,25,prep-hypebeast,normal,8514,,alien hat,,,
8515,Milady 8515,sunset,pale,dilated,brown,kogal cardigan,og green,,21,lolita-prep,normal,8515,,goth headband,,,
8516,Milady 8516,clouds,pink,sparkle,green,special people shirt,bowl slate,anime chest tattoo,30,gyaru,b-drip,8516,,trucker oasis,,,
8517,Milady 8517,sunset,pale,dilated,green,sweater and tie,tuft blue,,25,prep-gyaru,normal,8517,,denim fish cap,,,
8518,Milady 8518,sunrise,pale,crying,brown,blue sweatervest,og green,,28,prep-gyaru,c-drip,8518,snakebites,trucker white rabbit,,milady beads,
8519,Milady 8519,nagano,pale,classic,blue,blue sweatervest,og blonde,,21,prep-gyaru,normal,8519,,denim usa cap,,milady beads,
8520,Milady 8520,sunset,pink,teary,blue,active dissident shirt,braid brown,,23,gyaru,normal,8520,,,,,
8521,Milady 8521,clouds,clay,crying,green,remilia tank,short blonde,,37,hypebeast-gyaru,a-drip,8521,,miteryx beanie,,evil eye necklace,
8522,Milady 8522,sunrise,pale,classic,aqua,sheep pullover,short blue,,31,prep-gyaru,b-drip,8522,,trucker hat 911,,,bar piercings
8523,Milady 8523,bushland,clay,classic,brown,ulzzang coat,short blonde,spider neck tattoo,34,lolita-prep,b-drip,8523,,cat ears with bell,,,chrome cross
8524,Milady 8524,sonora,pale,dilated,green,western jacket,tuft brown,castle neck tattoo,20,hypebeast,normal,8524,,,,,
8525,Milady 8525,sunset,clay,sleepy,green,maid,bowl green,,22,lolita,normal,8525,star heart tattoo,,,,safety pin piercing
8526,Milady 8526,sonora,tan,sleepy,brown,maid,og blue,,33,lolita-gyaru,b-drip,8526,,aloha visor,,,
8527,Milady 8527,roadside,clay,smug,brown,goth poncho,og blonde,castle neck tattoo,33,lolita,b-drip,8527,,,,,flower earring
8528,Milady 8528,sunrise,clay,classic,blue,jesus tank,short blue,,27,gyaru,c-drip,8528,,,,fliphone lanyard,flower earring
8529,Milady 8529,bushland,tan,closed,green,active dissident shirt,bowl purple,,30,gyaru,b-drip,8529,,,,,
8530,Milady 8530,clouds,pale,sparkle,green,chore coat,short orange,,26,hypebeast,c-drip,8530,,,,,dual rings gold
8531,Milady 8531,casino,clay,classic,green,skull sweater,tuft green,,29,hypebeast,c-drip,8531,black hearts tattoo,,mottega sunglasses blue,,
8532,Milady 8532,casino,pale,closed,grey,blue sweatervest,og blue,,21,prep,normal,8532,,,round glasses,,
8533,Milady 8533,streets,pink,sleepy,blue,peter pan collar shirt,tuft brown,,30,lolita-gyaru,b-drip,8533,,cross cap pink,,,loop chain earring
8534,Milady 8534,sonora,clay,teary,blue,pink knit polo,og blue,,24,lolita-prep,normal,8534,,pink bonnet,,,
8535,Milady 8535,sonora,clay,classic,green,cactus shirt,bowl slate,,25,gyaru,normal,8535,nose ring silver,,,,flower earring
8536,Milady 8536,sonora,pale,smug,blue,special people shirt,og frosted purple,,22,gyaru,normal,8536,,,,,
8537,Milady 8537,clouds,pale,teary,leaf,pink knit polo,og blue,,36,prep-gyaru,a-drip,8537,,trucker white rabbit,sunglasses,,flower earring
8538,Milady 8538,casino,pale,dilated,brown,black blazer,bowl black,,13,prep,normal,8538,,,,,
8539,Milady 8539,sunrise,clay,classic,green,blue ribbon tank,tuft brown,,17,lolita-gyaru,normal,8539,,pink bonnet,,silver coin necklace,
8540,Milady 8540,sunrise,clay,teary,green,meline teddy,tuft blue,,37,hypebeast-gyaru,a-drip,8540,,trucker anime,mottega sunglasses blue,,
8541,Milady 8541,sunrise,clay,dilated,green,mape hoodie,braid blue,,28,lolita-hypebeast,c-drip,8541,,pink bow,,,
8542,Milady 8542,sunrise,clay,dilated,brown,mape hoodie,bowl slate,spider neck tattoo,28,hypebeast-gyaru,c-drip,8542,milady pilled tattoo,trucker anime,,,
8543,Milady 8543,bushland,tan,sparkle,leaf,super lover shirt,short blonde,,24,harajuku-gyaru,normal,8543,,bear ears,,,
8544,Milady 8544,roadside,pink,sparkle,blue,peter pan collar shirt,og orange,,25,lolita-gyaru,normal,8544,,flower clip,,,double safety pins
8545,Milady 8545,mountain,pink,teary,blue,bowling shirt,short orange,,37,hypebeast-gyaru,a-drip,8545,,denim usa cap,,coral cross necklace,
8546,Milady 8546,sunset,clay,classic,lilac,bowling shirt,tuft blue,,30,hypebeast-gyaru,b-drip,8546,,trucker white rabbit,,mestwood pearl necklace,
8547,Milady 8547,casino,pale,sparkle,brown,super lover shirt,braid purple,,35,gyaru,a-drip,8547,nose ring gold,aloha visor,,,
8548,Milady 8548,bushland,pink,classic,brown,bowling shirt oriental,bowl black,,34,hypebeast,b-drip,8548,,,yy glasses,silver coin necklace,
8549,Milady 8549,bushland,pale,sparkle,blue,active dissident shirt,og orange,anime chest tattoo,22,gyaru,normal,8549,,,,,
8550,Milady 8550,casino,pale,sleepy,grey,im cute im punk shirt,tuft brown,,20,gyaru,normal,8550,,,,,flower earring
8551,Milady 8551,mountain,pink,classic,green,leopard polo,short orange,,35,gyaru,a-drip,8551,,,,,bar piercings
8552,Milady 8552,clouds,pink,teary,brown,ulzzang coat,tuft purple,,30,prep-gyaru,b-drip,8552,,shy saints cap,,,
8553,Milady 8553,bushland,pale,classic,green,matagonia pullover,short green,,26,hypebeast-gyaru,c-drip,8553,,backwards trucker pink,,,
8554,Milady 8554,bushland,pale,sparkle,green,western jacket,braid purple,castle neck tattoo,38,lolita-hypebeast,a-drip,8554,temple cross tattoo,goth headband,,,
8555,Milady 8555,bushland,black,dilated,blue,green blazer,bowl black,,28,prep-gyaru,c-drip,8555,snakebites,trucker anime,,,
8556,Milady 8556,train,clay,sparkle,blue,heihei shirt,braid black,,40,harajuku-gyaru,s-drip,8556,nose ring silver,brown cowboy hat,mottega sunglasses blue,,
8557,Milady 8557,mountain,pale,dilated,gold,chore coat,tuft dark,castle neck tattoo,21,hypebeast,normal,8557,star heart tattoo,,,,
8558,Milady 8558,streets,pink,sleepy,green,leopard polo,og frosted blonde,spider neck tattoo,44,gyaru,s-drip,8558,,,,fliphone lanyard,loop chain earring
8559,Milady 8559,roadside,pale,sparkle,brown,remilia tank,bowl green,,30,gyaru,b-drip,8559,,shy saints cap,,silver coin necklace,loop chain earring
8560,Milady 8560,casino,pink,classic,aqua,bosozuku jacket,braid green,,49,harajuku-gyaru,ss-drip,8560,,brown cowboy hat,prescription glasses,,bar piercings
8561,Milady 8561,sunrise,clay,teary,blue,mouse tank,bowl blue,,20,gyaru,normal,8561,,,,milady beads,
8562,Milady 8562,clouds,pink,dilated,blue,mape hoodie,og frosted purple,,34,hypebeast,b-drip,8562,teardrops tattoo,,,,bar piercings
8563,Milady 8563,bushland,pink,dilated,blue,hikki condition shirt,braid blue,anime chest tattoo,46,lolita-gyaru,ss-drip,8563,,fuzz earmuffs,mottega sunglasses blue,,diamond stud
8564,Milady 8564,clouds,clay,sparkle,blue,mouse tank,tuft blue,,29,lolita-gyaru,c-drip,8564,snakebites,blue pink bow,,fliphone lanyard,
8565,Milady 8565,tennis,tan,teary,green,hikki condition shirt,og blonde,,31,prep-gyaru,b-drip,8565,,bean hat,,,
8566,Milady 8566,sunset,pale,dilated,blue,hikki condition shirt,tuft purple,anime chest tattoo,31,harajuku-gyaru,b-drip,8566,,bear ears,,,
8567,Milady 8567,sonora,tan,teary,blue,green blazer,short green,,33,prep,b-drip,8567,teardrops tattoo,plaid bonnet,,,
8568,Milady 8568,bjork,clay,closed,blue,western jacket,og blue,,24,hypebeast,normal,8568,,,,,
8569,Milady 8569,bushland,clay,sparkle,aqua,chore coat,og blonde,,19,hypebeast,normal,8569,,,round glasses,,
8570,Milady 8570,sunset,clay,sleepy,blue,leopard vest,tuft purple,,29,harajuku-gyaru,c-drip,8570,,workin cap,,,
8571,Milady 8571,sonora,clay,classic,blue,sailor lolita,short green,spider neck tattoo,31,lolita,b-drip,8571,,fuzz earmuffs,,,
8572,Milady 8572,sunset,black,smug,green,bowling shirt,bowl blue,,41,hypebeast-gyaru,s-drip,8572,,trucker construction,,,double safety pins
8573,Milady 8573,mountain,clay,sparkle,lilac,kogal cardigan,og black,,17,prep,normal,8573,star heart tattoo,,,,double safety pins
8574,Milady 8574,casino,clay,sleepy,brown,bosozuku jacket,short blue,,40,harajuku,s-drip,8574,,cat earmuffs,,,
8575,Milady 8575,casino,clay,dilated,green,kogal cardigan,short green,,21,lolita-prep,normal,8575,star heart tattoo,pink bonnet,,,
8576,Milady 8576,bushland,clay,teary,green,meline teddy,bowl blue,,43,lolita-hypebeast,s-drip,8576,,pink bonnet,cobain glasses,,dual rings silver
8577,Milady 8577,sunrise,tan,classic,green,malenciaga jersey,braid black,,33,hypebeast,b-drip,8577,,,,,
8578,Milady 8578,sunset,clay,crying,blue,goth poncho,short pink,,39,lolita,a-drip,8578,,maid hat,,,
8579,Milady 8579,nagano,clay,dilated,aqua,cactus shirt,og blonde,,24,harajuku-gyaru,normal,8579,,cat earmuffs,,,
8580,Milady 8580,roadside,pale,classic,green,mwo shirt,braids harajuku dye,,29,gyaru,c-drip,8580,,,,,
8581,Milady 8581,nagano,pink,dilated,blue,bowling shirt,short orange,,42,hypebeast-gyaru,s-drip,8581,star heart tattoo,cross cap white,,evil eye necklace,
8582,Milady 8582,mountain,pink,dilated,green,fuzzy coat,tuft green,,25,prep,normal,8582,crescent tattoo,,,,
8583,Milady 8583,mountain,pale,dilated,green,meedles tracksuit,og frosted blonde,castle neck tattoo,31,lolita-hypebeast,b-drip,8583,,sailor hat,,,
8584,Milady 8584,casino,pale,classic,blue,knit sweater,tuft purple,,31,prep-gyaru,b-drip,8584,,backwards trucker pink,round glasses,,chrome cross
8585,Milady 8585,mountain,pale,closed,green,cardigan tee,bowl purple,,30,hypebeast-harajuku,b-drip,8585,,treeprint bucket,,,
8586,Milady 8586,bushland,pink,closed,lilac,super lover shirt,tuft brown,,35,gyaru,a-drip,8586,temple cross tattoo,rhinestone skull cap,,,
8587,Milady 8587,clouds,clay,sleepy,green,chore coat,tuft purple,,30,hypebeast-gyaru,b-drip,8587,,trucker oasis,prescription glasses,,
8588,Milady 8588,roadside,clay,crying,green,cactus shirt,tuft green,,31,hypebeast-gyaru,b-drip,8588,,alien hat,,,
8589,Milady 8589,sunrise,pink,spiral,green,skull sweater,og black,,38,hypebeast-harajuku,a-drip,8589,,halo,,,
8590,Milady 8590,mountain,pink,dilated,aqua,mwo shirt,og green,,22,gyaru,normal,8590,,,,,
8591,Milady 8591,roadside,clay,sparkle,blue,mwo shirt,bowl green,,26,harajuku-gyaru,c-drip,8591,,bear ears,mottega sunglasses yellow,,
8592,Milady 8592,sunrise,clay,sleepy,green,tie dye shirt,bowl slate,,28,harajuku,c-drip,8592,,,yy glasses,,chrome cross
8593,Milady 8593,yashima,tan,sparkle,green,maid,braid brown,,42,lolita-gyaru,s-drip,8593,,rhinestone skull cap,,,strawberry earring
8594,Milady 8594,bushland,pink,teary,blue,leopard polo,tuft dark,spider neck tattoo,32,harajuku-gyaru,b-drip,8594,,bear ears,,silver coin necklace,
8595,Milady 8595,xp,clay,sparkle,blue,remilia tank,og black,,19,gyaru,normal,8595,,,,,
8596,Milady 8596,xp,clay,classic,green,silk shirt,braid blue,,50,hypebeast,ss-drip,8596,,buckethat,,,strawberry earring
8597,Milady 8597,bushland,pink,dilated,blue,bear sweater,og blonde,,21,lolita-prep,normal,8597,,pink bow,,,
8598,Milady 8598,bushland,tan,sparkle,green,malenciaga jersey,short green,castle neck tattoo,39,hypebeast,a-drip,8598,,,prescription glasses,,
8599,Milady 8599,mountain,clay,sparkle,brown,cardigan tee,bowl black,,19,harajuku-gyaru,normal,8599,,shy saints cap,,,
8600,Milady 8600,mountain,pale,sleepy,blue,active dissident shirt,tuft blue,,23,gyaru,normal,8600,,,,,dual rings silver
8601,Milady 8601,roadside,pale,dilated,aqua,special people shirt,og blonde,castle neck tattoo,19,gyaru,normal,8601,,,prescription glasses,,
8602,Milady 8602,sunset,black,teary,blue,super lover shirt,bowl blue,,29,gyaru,c-drip,8602,temple cross tattoo,,,,
8603,Milady 8603,clouds,pink,sparkle,blue,cardigan tee,bowl brown,,20,harajuku,normal,8603,,,,,
8604,Milady 8604,mountain,pink,classic,green,heihei shirt,og orange,lean neck tattoo,33,harajuku,b-drip,8604,,,,coral cross necklace,
8605,Milady 8605,harajuku,pale,classic,brown,mouse tank,short green,,34,gyaru,b-drip,8605,,,sunglasses,lean neck tattoo,flower earring
8606,Milady 8606,sunrise,clay,sparkle,brown,bosozuku jacket,bowl green,,33,harajuku-gyaru,b-drip,8606,,trucker im so,,,flower earring
8607,Milady 8607,sunset,clay,dilated,blue,blue ribbon tank,short orange,,25,lolita-gyaru,normal,8607,,maid hat,,lean neck tattoo,
8608,Milady 8608,harajuku,tan,teary,brown,heihei shirt,bowl blue,,49,hypebeast-harajuku,ss-drip,8608,,buckethat,,mestwood pearl necklace,strawberry earring
8609,Milady 8609,yashima,pink,sparkle,green,im cute im punk shirt,bowl purple,,38,hypebeast-gyaru,a-drip,8609,,alien hat,prescription glasses,,
8610,Milady 8610,sunset,pink,classic,blue,pink knit polo,og orange,,19,prep,normal,8610,,,,,
8611,Milady 8611,bushland,pale,dilated,blue,bear sweater,short blonde,,21,prep-gyaru,normal,8611,,trucker hat 911,,,
8612,Milady 8612,bushland,pink,classic,green,black blazer,short orange,,24,prep,normal,8612,,,,,dual rings silver
8613,Milady 8613,roadside,pale,classic,green,skull sweater,og black,,29,hypebeast-gyaru,c-drip,8613,,shy saints cap,,,burger earring
8614,Milady 8614,sunset,pale,smug,brown,special people shirt,bowl green,,26,hypebeast-gyaru,c-drip,8614,teardrops tattoo,miteryx beanie,,,
