TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
6920,Milady 6920,sunset,pale,classic,blue,matagonia pullover,og frosted blonde,,hypebeast,c-drip,,,,,double safety pins
6921,Milady 6921,casino,pale,smug,brown,mwo shirt,og frosted blonde,,gyaru,c-drip,nose ring gold,,,,
6922,Milady 6922,mountain,pink,teary,brown,leopard polo,tuft brown,spider neck tattoo,hypebeast-gyaru,a-drip,,miteryx beanie,,silver coin necklace,
6923,Milady 6923,sunrise,alien,dilated,brown,fuzzy coat,og blonde,anime chest tattoo,lolita-prep,ss-drip,,goth headband,sunglasses,,
6924,Milady 6924,sunset,pale,dilated,blue,malenciaga jersey,og orange,,hypebeast-gyaru,c-drip,,trucker im so,,,
6925,Milady 6925,sunset,tan,classic,blue,knit sweater,tuft purple,castle neck tattoo,prep,c-drip,,,,,
6926,Milady 6926,bushland,alien,classic,blue,bowling shirt oriental,braid black,,hypebeast-gyaru,ss-drip,,denim usa cap,sunglasses,mestwood pearl necklace,
6927,Milady 6927,sunset,pink,spiral,brown,chore coat,og blue,,lolita-hypebeast,c-drip,,pink bonnet,,,
6928,Milady 6928,casino,pink,sleepy,blue,green blazer,braid black,,prep,b-drip,star heart tattoo,,mottega sunglasses blue,,dual rings gold
6929,Milady 6929,bushland,clay,sparkle,brown,remilia tank,short blue,,lolita-gyaru,a-drip,,cat ears with bell,,coral cross necklace,flower earring
6930,Milady 6930,sonora,clay,sparkle,green,football shirt,og blonde,,hypebeast-gyaru,normal,,denim usa cap,,,
6931,Milady 6931,mountain,tan,closed,green,kogal cardigan,short orange,spider neck tattoo,prep,c-drip,,,,,
6932,Milady 6932,bushland,pale,sleepy,green,mwo shirt,bowl harajuku dye,,lolita-gyaru,a-drip,,goth headband,,,dual rings silver
6933,Milady 6933,bushland,pale,sleepy,gold,leopard vest,bowl purple,,harajuku,normal,,,,,
6934,Milady 6934,sunset,tan,sparkle,green,ribbon lolita,short orange,,lolita,normal,,,,,
6935,Milady 6935,sonora,pale,closed,brown,meedles tracksuit,bowl slate,castle neck tattoo,hypebeast,normal,,,,,
6936,Milady 6936,casino,pale,closed,lilac,sweater and tie,bowl purple,anime chest tattoo,lolita-prep,a-drip,,bear hat,,,
6937,Milady 6937,sonora,clay,teary,blue,football shirt,short pink,,hypebeast,a-drip,face piercings,,,,
6938,Milady 6938,bushland,clay,teary,lilac,bear sweater,braid purple,,prep,normal,nose ring silver,,,,
6939,Milady 6939,casino,clay,heart eyes,lilac,pink coat,bowl purple,,lolita-harajuku,a-drip,,kossphones,,,
6940,Milady 6940,mountain,pale,sparkle,brown,mape hoodie,tuft green,,hypebeast,normal,face piercings,,,,
6941,Milady 6941,sunrise,pale,classic,brown,im cute im punk shirt,bowl slate,,hypebeast-gyaru,normal,,alien hat,,,
6942,Milady 6942,sunrise,tan,smug,brown,bowling shirt,bowl brown,,hypebeast-gyaru,s-drip,,cross cap pink,,milady beads,
6943,Milady 6943,sunset,clay,dilated,gold,meedles tracksuit,og blue,,lolita-hypebeast,c-drip,temple cross tattoo,cat ears with bell,,,
6944,Milady 6944,casino,clay,classic,brown,super lover shirt,braid brown,,hypebeast-gyaru,b-drip,,trucker gothic milady,prescription glasses,,flower earring
6945,Milady 6945,sonora,clay,sleepy,blue,bear sweater,braid blue,,prep,normal,,,,,cross earring
6946,Milady 6946,nagano,pale,dilated,brown,sweater and tie,og black,,prep,normal,,,,,dual rings silver
6947,Milady 6947,sunrise,pink,teary,gold,green blazer,braid blue,,prep,s-drip,,orange beret,,,bar piercings
6948,Milady 6948,casino,pale,closed,blue,jesus tank,og black,,gyaru,normal,,,,girl necklace,
6949,Milady 6949,sunrise,black,sleepy,blue,kogal cardigan,tuft dark,,lolita-prep,normal,,maid hat,,,
6950,Milady 6950,sonora,pale,heart eyes,brown,blue ribbon tank,tuft green,,hypebeast-gyaru,normal,,buckethat,,,
6951,Milady 6951,sonora,pale,sleepy,green,maid,braid black,,lolita-hypebeast,b-drip,,miteryx beanie,,,
6952,Milady 6952,sunrise,pink,closed,green,bosozuku jacket,tuft green,,harajuku,c-drip,,,,,
6953,Milady 6953,sonora,pink,classic,green,pink knit polo,braid blue,,prep,c-drip,,,,,dual rings gold
6954,Milady 6954,sunrise,clay,classic,brown,bowling shirt,og blonde,,hypebeast-gyaru,a-drip,,cross cap pink,,evil eye necklace,safety pin piercing
6955,Milady 6955,mountain,clay,sparkle,blue,cactus shirt,short blue,,gyaru,normal,,,,,
6956,Milady 6956,mountain,pale,classic,aqua,zip polo,tuft blue,,harajuku,c-drip,,,,pearl necklace,
6957,Milady 6957,sonora,pale,teary,grey,special people shirt,tuft blue,spider neck tattoo,gyaru,c-drip,,shy saints cap,,,
6958,Milady 6958,bushland,pale,dilated,brown,pink coat,og black,,lolita,normal,,,,,
6959,Milady 6959,sunset,pink,teary,green,matagonia pullover,tuft green,,hypebeast-gyaru,b-drip,,denim fish cap,,girl necklace,
6960,Milady 6960,sunset,clay,classic,green,kogal cardigan,og blonde,,prep,normal,,,,,strawberry earring
6961,Milady 6961,sunrise,tan,spiral,blue,peter pan collar shirt,bowl purple,,lolita-prep,b-drip,,tennis visor,,,
6962,Milady 6962,roadside,clay,classic,blue,blue ribbon tank,tuft blue,castle neck tattoo,harajuku-gyaru,b-drip,,bandana,mottega sunglasses yellow,pearl necklace,
6963,Milady 6963,clouds,clay,classic,blue,peter pan collar shirt,og frosted blonde,,lolita-gyaru,a-drip,temple cross tattoo,flower clip,,,strawberry earring
6964,Milady 6964,tennis,black,teary,blue,bosozuku jacket,og black,,harajuku,s-drip,,,,fliphone lanyard,
6965,Milady 6965,clouds,pale,spiral,brown,blue ribbon tank,braids harajuku dye,,gyaru,b-drip,,,,mestwood pearl necklace,
6966,Milady 6966,bushland,pink,heart eyes,brown,special people shirt,og blonde,,gyaru,normal,,,,,
6967,Milady 6967,sunrise,tan,sparkle,blue,bear sweater,tuft green,,prep,normal,,,,,
6968,Milady 6968,mountain,clay,dilated,blue,green blazer,bowl green,,prep-harajuku,normal,,kossphones,,,
6969,Milady 6969,clouds,clay,classic,aqua,knit sweater,short blue,spider neck tattoo,prep,c-drip,,,,silver coin necklace,diamond stud
6970,Milady 6970,sunrise,pale,dilated,green,cardigan tee,short green,,harajuku-gyaru,c-drip,,cross cap white,,coral cross necklace,
6971,Milady 6971,roadside,pale,teary,green,jesus tank,short pink,,lolita-gyaru,s-drip,,pink bow,harajuku glasses,evil eye necklace,
6972,Milady 6972,bushland,pale,dilated,aqua,mouse tank,tuft dark,,lolita-gyaru,normal,,pink bonnet,,,
6973,Milady 6973,casino,pale,sleepy,brown,special people shirt,og blonde,,lolita-gyaru,b-drip,,maid hat,round glasses,,celine dog
6974,Milady 6974,bushland,clay,closed,blue,blue ribbon tank,braid green,,gyaru,b-drip,,denim fish cap,,,dual rings gold
6975,Milady 6975,casino,clay,dilated,green,maid,braid black,spider neck tattoo,lolita-gyaru,s-drip,,trucker pink camo,larry glasses,,dual rings gold
6976,Milady 6976,clouds,pink,classic,brown,silk shirt,og black,,prep-hypebeast,b-drip,,varsity cap,,,
6977,Milady 6977,sunset,pale,sparkle,blue,green blazer,bowl black,,prep-harajuku,normal,,bear ears,,,
6978,Milady 6978,sonora,pale,teary,blue,blue sweatervest,bowl slate,,prep,normal,,,,pearl necklace,
6979,Milady 6979,roadside,tan,teary,blue,pink coat,tuft purple,,lolita-gyaru,s-drip,,denim fish cap,,,flower earring
6980,Milady 6980,mountain,black,sleepy,green,blue ribbon tank,braid green,,gyaru,s-drip,,flower clip,,smiley bead necklace,
6981,Milady 6981,casino,pale,teary,blue,sheep pullover,tuft dark,,prep,normal,,,,,
6982,Milady 6982,bushland,clay,teary,blue,goth poncho,tuft brown,,lolita,b-drip,,cat ears with bell,,,
6983,Milady 6983,sunrise,tan,heart eyes,green,skull sweater,og frosted blonde,,hypebeast-gyaru,ss-drip,gucci cone tattoo,cross cap pink,,,
6984,Milady 6984,sunrise,pink,sparkle,green,pink coat,short blue,,lolita-gyaru,b-drip,nose ring silver,brown cowboy hat,,,
6985,Milady 6985,bushland,pink,sleepy,blue,bear sweater,bowl purple,,prep,b-drip,,,cobain glasses,,dual rings gold
6986,Milady 6986,roadside,clay,classic,blue,blue ribbon tank,og frosted purple,,gyaru,normal,,,,,
6987,Milady 6987,roadside,pale,sleepy,green,active dissident shirt,bowl slate,,harajuku-gyaru,b-drip,,bandana,mottega sunglasses blue,,
6988,Milady 6988,sunset,pink,dilated,brown,mouse tank,tuft brown,,prep-gyaru,normal,,beret,,silver coin necklace,
6989,Milady 6989,mountain,clay,dilated,brown,matagonia pullover,tuft blue,,hypebeast,a-drip,,trucker gothic milady,,,dual rings silver
6990,Milady 6990,bushland,pink,dilated,brown,cardigan tee,braid green,,lolita-harajuku,b-drip,,cat ears with bell,,,
6991,Milady 6991,bushland,pink,sparkle,brown,tie dye shirt,short blonde,,harajuku,c-drip,,cat earmuffs,,,
6992,Milady 6992,sunrise,pink,sleepy,aqua,jesus tank,tuft brown,,gyaru,normal,,,,cherry necklace,
6993,Milady 6993,sunrise,clay,heart eyes,green,leopard polo,og frosted purple,,prep-gyaru,a-drip,star heart tattoo,bean hat,,,
6994,Milady 6994,bushland,pink,sleepy,green,maid,bowl blue,,lolita,b-drip,,,cobain glasses,,
6995,Milady 6995,roadside,clay,teary,green,im cute im punk shirt,og green,,gyaru,b-drip,,rhinestone skull cap,round glasses,,
6996,Milady 6996,sunrise,clay,teary,gold,maf rothko,bowl purple,,hypebeast,a-drip,,,round glasses,,cherry earring
6997,Milady 6997,mountain,pink,classic,brown,football shirt,og frosted blonde,,hypebeast,a-drip,face piercings,,,,diamond stud
6998,Milady 6998,sunset,pale,sleepy,brown,fur coat,tuft dark,,lolita,normal,teardrops tattoo,,sunglasses,,
6999,Milady 6999,bushland,clay,classic,green,maf creeper,tuft brown,anime chest tattoo,hypebeast-harajuku,b-drip,,cake hat,,,
7000,Milady 7000,mountain,pink,teary,green,peter pan collar shirt,og blonde,,lolita-gyaru,normal,teardrops tattoo,trucker hat 911,,,
7001,Milady 7001,sunset,pale,teary,green,remilia tank,tuft brown,,gyaru,normal,,,,smiley bead necklace,
7002,Milady 7002,sunset,tan,classic,green,goth harajuku,og orange,,harajuku,a-drip,,bear ears,yy glasses,,
7003,Milady 7003,mountain,pale,teary,green,mwo shirt,og frosted blonde,,hypebeast-gyaru,s-drip,black hearts tattoo,meedles headband,,,flower earring
7004,Milady 7004,sunrise,pink,dilated,blue,goth poncho,bowl black,,lolita,c-drip,,,mottega sunglasses blue,,
7005,Milady 7005,sonora,clay,teary,blue,football shirt,tuft green,,hypebeast,c-drip,,,,,chrome cross
7006,Milady 7006,bjork,pink,sleepy,blue,jesus tank,braid black,castle neck tattoo,gyaru,s-drip,,,harajuku glasses,mestwood pearl necklace,strawberry earring
7007,Milady 7007,mountain,pale,sparkle,blue,fur coat,og green,,lolita,c-drip,,blue pink bow,,,
7008,Milady 7008,mountain,clay,teary,green,cactus shirt,braid brown,,lolita-gyaru,b-drip,,sailor hat,,,cherry earring
7009,Milady 7009,bushland,clay,classic,blue,zip polo,bowl brown,castle neck tattoo,prep-harajuku,a-drip,,spotted fur hat,,,
7010,Milady 7010,mountain,pale,teary,blue,heihei shirt,bowl black,,harajuku-gyaru,c-drip,nose ring gold,brown cowboy hat,,,
7011,Milady 7011,bushland,pale,sparkle,brown,ribbon lolita,og orange,spider neck tattoo,lolita,normal,,,sunglasses,,dual rings silver
7012,Milady 7012,roadside,pink,teary,green,western jacket,short blonde,,hypebeast,normal,,,,,
7013,Milady 7013,sunrise,pale,crying,blue,peter pan collar shirt,bowl brown,,lolita-hypebeast,normal,,miteryx beanie,,,
7014,Milady 7014,sunset,pale,classic,blue,leopard vest,bowl purple,,lolita-harajuku,normal,,fuzz earmuffs,,,
7015,Milady 7015,sunset,clay,teary,green,peter pan collar shirt,og frosted blonde,,lolita-gyaru,normal,,cross cap white,,,
7016,Milady 7016,tennis,pale,teary,green,blue pink shirt,bowl brown,,lolita-harajuku,normal,,bear ears,,,diamond stud
7017,Milady 7017,harajuku,black,sleepy,blue,cactus shirt,og frosted purple,,gyaru,s-drip,,,mottega sunglasses yellow,,chain earrings
7018,Milady 7018,tennis,pink,dilated,blue,heihei shirt,bowl black,,harajuku,c-drip,,,,milady beads,
7019,Milady 7019,sunrise,pink,sparkle,blue,mape hoodie,tuft dark,,prep-hypebeast,normal,,varsity cap,,,
7020,Milady 7020,streets,clay,classic,blue,sweater and tie,og frosted blonde,,prep-gyaru,b-drip,,trucker pink camo,round glasses,,
7021,Milady 7021,bushland,pink,sparkle,blue,jesus tank,bowl blue,,gyaru,c-drip,nose ring silver,,mottega sunglasses blue,,
7022,Milady 7022,sunset,tan,dilated,blue,im cute im punk shirt,tuft purple,,prep-gyaru,a-drip,,ivy cap,mottega sunglasses yellow,,
7023,Milady 7023,bushland,pink,dilated,green,active dissident shirt,,,harajuku-gyaru,c-drip,,strawberry hat,,,
7024,Milady 7024,tennis,tan,sleepy,grey,maf creeper,bowl black,,lolita-hypebeast,b-drip,,pink bonnet,,,chrome cross
7025,Milady 7025,mountain,pink,teary,brown,im cute im punk shirt,og black,,gyaru,normal,,,,,
7026,Milady 7026,sunset,pale,classic,brown,bear sweater,og green,,prep,c-drip,nose ring gold,,cobain glasses,,
7027,Milady 7027,streets,pink,dilated,brown,zip polo,short blue,,prep-harajuku,s-drip,,orange beret,,girl necklace,
7028,Milady 7028,nagano,clay,heart eyes,green,sheep pullover,short green,,prep-gyaru,b-drip,nose ring gold,denim fish cap,,,
7029,Milady 7029,yashima,pale,dilated,green,ribbon lolita,bowl purple,,lolita,b-drip,nose ring silver,pink bonnet,,,double safety pins
7030,Milady 7030,roadside,pale,sparkle,blue,knit sweater,braid brown,,prep,normal,,,,lean neck tattoo,
7031,Milady 7031,sunset,pink,crying,brown,kogal cardigan,bowl purple,,prep,a-drip,star heart tattoo,varsity cap,prescription glasses,,
7032,Milady 7032,bushland,tan,sleepy,brown,sailor lolita,short pink,,lolita,b-drip,,,,,
7033,Milady 7033,mountain,pink,sparkle,blue,active dissident shirt,og blue,,gyaru,s-drip,snakebites,rhinestone skull cap,,,
7034,Milady 7034,sunset,pink,closed,brown,fuzzy coat,bowl blue,,lolita-prep,c-drip,,blue pink bow,,,
7035,Milady 7035,casino,clay,sparkle,blue,fur coat,tuft dark,,lolita,normal,teardrops tattoo,,round glasses,,chain earrings
7036,Milady 7036,mountain,pale,sparkle,green,sweater and tie,og green,,prep-harajuku,c-drip,,bear ears,,,cherry earring
7037,Milady 7037,sunrise,clay,sparkle,aqua,bowling shirt,tuft purple,,hypebeast-gyaru,a-drip,,cross cap white,,lean neck tattoo,dual rings gold
7038,Milady 7038,mountain,pale,dilated,green,black blazer,bowl green,,prep,normal,nose ring gold,,,,
7039,Milady 7039,roadside,pale,sparkle,grey,western jacket,short blue,spider neck tattoo,hypebeast,b-drip,,,prescription glasses,,cherry earring
7040,Milady 7040,sunset,pale,dilated,green,green blazer,braid green,,prep,b-drip,,,mottega sunglasses yellow,,heart pearls earring
7041,Milady 7041,sunset,tan,sparkle,lilac,peter pan collar shirt,braid purple,,lolita-gyaru,a-drip,,workin cap,round glasses,,
7042,Milady 7042,mountain,pale,teary,blue,skull sweater,braid purple,,hypebeast,c-drip,,,round glasses,,
7043,Milady 7043,clouds,clay,teary,gold,blue pink shirt,braid brown,,lolita,b-drip,tyson tribal tattoo,,,,cherry earring
7044,Milady 7044,roadside,tan,dilated,grey,gold spray puffer,braid green,,hypebeast-gyaru,a-drip,,trucker pink camo,,,
7045,Milady 7045,roadside,tan,teary,green,malenciaga jersey,og frosted blonde,,hypebeast-gyaru,ss-drip,,cross cap pink,,,
7046,Milady 7046,tennis,tan,crying,brown,sailor lolita,og blonde,,lolita-harajuku,s-drip,,bandana,larry glasses,,
7047,Milady 7047,sunrise,pale,teary,blue,skull sweater,tuft purple,,hypebeast,a-drip,,buckethat,,,safety pin piercing
7048,Milady 7048,sunset,pale,teary,brown,peter pan collar shirt,braid brown,,lolita-prep,c-drip,,spotted fur hat,,,
7049,Milady 7049,sonora,pale,teary,green,peter pan collar shirt,braid brown,,lolita,normal,,,mottega sunglasses blue,,
7050,Milady 7050,bjork,tan,dilated,blue,chore coat,short blonde,,hypebeast-gyaru,s-drip,nose ring silver,trucker pink camo,,,diamond stud
7051,Milady 7051,bjork,clay,classic,green,hikki condition shirt,short pink,,gyaru,ss-drip,crescent tattoo,trucker hat 911,cobain glasses,,
7052,Milady 7052,sunset,clay,classic,blue,kogal cardigan,braid purple,,prep-gyaru,c-drip,star heart tattoo,trucker anime,,,
7053,Milady 7053,bushland,black,classic,green,mwo shirt,tuft brown,,gyaru,b-drip,,trucker anime,,,
7054,Milady 7054,roadside,pale,sleepy,aqua,knit sweater,og frosted purple,,prep-harajuku,s-drip,,heihei hat,,fliphone lanyard,diamond stud
7055,Milady 7055,casino,tan,smug,green,mape hoodie,og black,,hypebeast,a-drip,,meedles headband,,,
7056,Milady 7056,casino,black,classic,gold,blue pink shirt,braid green,,lolita,a-drip,,,prescription glasses,,bar piercings
7057,Milady 7057,sunset,pink,classic,aqua,blue pink shirt,tuft blue,,lolita-prep,c-drip,gucci cone tattoo,plaid bonnet,,,
7058,Milady 7058,sunset,pale,teary,blue,super lover shirt,bowl black,,lolita-gyaru,normal,star heart tattoo,maid hat,,,
7059,Milady 7059,sonora,clay,sleepy,brown,blue sweatervest,bowl brown,,prep,c-drip,,varsity cap,,milady beads,
7060,Milady 7060,yashima,clay,sleepy,lilac,ribbon lolita,tuft brown,,lolita-gyaru,normal,,trucker im so,,,
7061,Milady 7061,sunrise,clay,crying,green,ulzzang coat,braid black,,prep,c-drip,black hearts tattoo,,,,
7062,Milady 7062,clouds,pink,classic,aqua,im cute im punk shirt,tuft brown,,lolita-gyaru,c-drip,,cat ears with bell,,,cherry earring
7063,Milady 7063,mountain,pink,sleepy,blue,red puffer,og blue,,prep-hypebeast,b-drip,,earflap cap,mottega sunglasses blue,,dual rings silver
7064,Milady 7064,yashima,pale,teary,brown,zip polo,og orange,,harajuku-gyaru,a-drip,,trucker im so,,evil eye necklace,
7065,Milady 7065,casino,pale,dilated,blue,ulzzang coat,tuft purple,,prep,normal,nose ring silver,,,,
7066,Milady 7066,mountain,clay,closed,blue,kogal cardigan,og blue,,prep-gyaru,b-drip,,trucker construction,mottega sunglasses blue,,diamond stud
7067,Milady 7067,clouds,black,sparkle,brown,fur coat,short green,,lolita-gyaru,b-drip,,shy saints cap,,,
7068,Milady 7068,bushland,clay,sparkle,blue,tie dye shirt,short blue,,lolita-harajuku,normal,,pink bow,,,
7069,Milady 7069,clouds,clay,sleepy,aqua,mouse tank,tuft blue,,harajuku-gyaru,c-drip,snakebites,bandana,,,
7070,Milady 7070,mountain,clay,sleepy,blue,active dissident shirt,braid purple,,gyaru,s-drip,,flower clip,round glasses,,loop chain earring
7071,Milady 7071,sunset,clay,teary,brown,im cute im punk shirt,short orange,,lolita-gyaru,normal,,blue pink bow,,,double safety pins
7072,Milady 7072,roadside,pale,classic,blue,im cute im punk shirt,bowl purple,,gyaru,normal,,,,,
7073,Milady 7073,sunrise,clay,sparkle,blue,meedles tracksuit,bowl green,,hypebeast-gyaru,normal,,backwards trucker pink,,,
7074,Milady 7074,sunrise,clay,sleepy,blue,heihei shirt,bowl black,,harajuku,c-drip,,,,,diamond stud
7075,Milady 7075,mountain,clay,classic,blue,peter pan collar shirt,og blonde,,lolita,normal,,,prescription glasses,,
7076,Milady 7076,bushland,pale,classic,green,black blazer,braid green,,prep-hypebeast,a-drip,black hearts tattoo,alien hat,,,
7077,Milady 7077,roadside,clay,heart eyes,brown,mape hoodie,bowl brown,,hypebeast-gyaru,c-drip,,white cowboy hat,,,
7078,Milady 7078,roadside,tan,crying,brown,sailor lolita,short pink,,lolita-prep,ss-drip,,spotted fur hat,,,
7079,Milady 7079,mountain,pale,dilated,blue,knit sweater,og orange,,prep-gyaru,normal,,trucker pink camo,,silver coin necklace,
7080,Milady 7080,casino,pale,dilated,green,tie dye shirt,bowl green,,hypebeast-harajuku,normal,,trucker gothic milady,,,
7081,Milady 7081,bushland,pale,closed,blue,goth poncho,bowl slate,,lolita-gyaru,a-drip,temple cross tattoo,rhinestone skull cap,round glasses,,
7082,Milady 7082,bushland,tan,smug,green,fleece paisley jacket,og blue,,prep-hypebeast,s-drip,nose ring gold,plaid bonnet,,silver coin necklace,
7083,Milady 7083,sunrise,pale,classic,leaf,heihei shirt,braid blue,,lolita-harajuku,b-drip,nose ring gold,sailor hat,,,
7084,Milady 7084,sonora,pink,dilated,green,tennis outfit,bowl green,,prep-gyaru,a-drip,,trucker oasis,,,
7085,Milady 7085,bushland,pink,dilated,green,green blazer,og green,,prep,normal,,,,,
7086,Milady 7086,xp,tan,sparkle,brown,blue sweatervest,og orange,,prep-gyaru,b-drip,,cross cap pink,,,double safety pins
7087,Milady 7087,mountain,pink,classic,grey,bosozuku jacket,og orange,spider neck tattoo,harajuku,s-drip,snakebites,,prescription glasses,coral cross necklace,
7088,Milady 7088,yashima,clay,sparkle,green,im cute im punk shirt,og frosted purple,,gyaru,normal,,,,,
7089,Milady 7089,yashima,pink,dilated,brown,matagonia pullover,short pink,,hypebeast-gyaru,ss-drip,,trucker construction,,milady beads,chrome cross
7090,Milady 7090,bushland,pale,closed,blue,fur coat,og black,,lolita-gyaru,normal,,aloha visor,,,
7091,Milady 7091,roadside,pale,dilated,blue,football shirt,tuft purple,,hypebeast,b-drip,,,,,chrome cross
7092,Milady 7092,casino,clay,classic,blue,pink knit polo,braid brown,,prep,normal,face piercings,,,,
7093,Milady 7093,mountain,pale,crying,brown,goth poncho,tuft green,,lolita,normal,nose ring silver,,,,
7094,Milady 7094,tennis,tan,classic,lilac,mwo shirt,bowl slate,,gyaru,b-drip,black hearts tattoo,,,,
7095,Milady 7095,nagano,pink,sparkle,blue,western jacket,braid black,,hypebeast,normal,,,,,
7096,Milady 7096,sunrise,pink,sparkle,brown,green blazer,braid purple,,prep-hypebeast,b-drip,,treeprint bucket,,,
7097,Milady 7097,mountain,clay,sparkle,blue,green blazer,short blonde,anime chest tattoo,prep,normal,,,,,
7098,Milady 7098,bushland,pink,dilated,green,jesus tank,og frosted blonde,,gyaru,b-drip,,,round glasses,,strawberry earring
7099,Milady 7099,casino,pink,sparkle,blue,kogal cardigan,bowl green,,prep,normal,,,,,burger earring
7100,Milady 7100,sunrise,pale,teary,blue,tie dye shirt,braid brown,,prep-harajuku,b-drip,star heart tattoo,bean hat,round glasses,,diamond stud
7101,Milady 7101,mountain,pale,dilated,blue,fuzzy coat,bowl green,,prep,normal,,,,,
7102,Milady 7102,sunset,pale,dilated,green,cardigan tee,og frosted purple,,harajuku,normal,,,,silver coin necklace,
7103,Milady 7103,sunrise,pink,dilated,green,skull sweater,bowl black,,hypebeast,normal,,,,,
7104,Milady 7104,mountain,clay,teary,blue,pink knit polo,tuft blue,castle neck tattoo,prep-hypebeast,b-drip,,miteryx beanie,,,
7105,Milady 7105,yashima,clay,crying,green,meedles tracksuit,bowl blue,,hypebeast,a-drip,,trucker gothic milady,,,safety pin piercing
7106,Milady 7106,roadside,clay,dilated,blue,mape hoodie,short green,,hypebeast,c-drip,,,,,bar piercings
7107,Milady 7107,mountain,tan,teary,brown,green blazer,bowl purple,lean neck tattoo,prep-gyaru,a-drip,,trucker im so,,,loop chain earring
7108,Milady 7108,tennis,pale,classic,brown,leopard polo,og orange,,gyaru,b-drip,face piercings,,round glasses,coral cross necklace,
7109,Milady 7109,sunset,tan,classic,brown,skull sweater,,,hypebeast-harajuku,b-drip,,strawberry hat,,,loop chain earring
7110,Milady 7110,sonora,pink,closed,blue,maid,bowl black,,lolita-prep,a-drip,crescent tattoo,tennis visor,round glasses,,
7111,Milady 7111,clouds,tan,teary,blue,leopard vest,tuft dark,,harajuku,b-drip,,,yy glasses,,
7112,Milady 7112,sonora,clay,sparkle,brown,cardigan tee,og black,spider neck tattoo,hypebeast-harajuku,c-drip,,buckethat,,cherry necklace,
7113,Milady 7113,train,pink,dilated,green,blue pink shirt,braid green,spider neck tattoo,lolita,b-drip,,,,,diamond stud
7114,Milady 7114,sunset,black,sparkle,brown,maf creeper,tuft blue,,hypebeast,b-drip,black hearts tattoo,,,,
7115,Milady 7115,bushland,pink,teary,green,peter pan collar shirt,short green,,lolita-gyaru,b-drip,teardrops tattoo,denim usa cap,,,chrome cross
7116,Milady 7116,sunrise,pale,smug,green,maid,braid blue,,lolita,normal,,,,,
7117,Milady 7117,yashima,pale,classic,blue,mape hoodie,tuft brown,spider neck tattoo,hypebeast,normal,,,,,double safety pins
7118,Milady 7118,tennis,pink,sleepy,brown,im cute im punk shirt,bowl slate,,lolita-gyaru,c-drip,nose ring gold,fuzz earmuffs,round glasses,,double safety pins
7119,Milady 7119,mountain,pink,dilated,green,cardigan tee,short green,,lolita-harajuku,c-drip,,sailor hat,,,
7120,Milady 7120,mountain,pink,classic,blue,special people shirt,bowl purple,,prep-gyaru,c-drip,,plaid bonnet,,,loop chain earring
7121,Milady 7121,mountain,pale,sparkle,brown,leopard polo,short blue,,gyaru,normal,,,,,
7122,Milady 7122,sunset,clay,crying,brown,im cute im punk shirt,tuft purple,,lolita-gyaru,normal,nose ring gold,pink bonnet,,,
7123,Milady 7123,sunrise,clay,dilated,green,blue sweatervest,tuft purple,,prep,c-drip,,,,lean neck tattoo,bar piercings
7124,Milady 7124,sonora,clay,sleepy,brown,chore coat,tuft brown,,lolita-hypebeast,normal,,cat ears with bell,,,
7125,Milady 7125,sunrise,pink,classic,blue,matagonia pullover,og frosted blonde,,hypebeast-gyaru,s-drip,nose ring silver,workin cap,,,double safety pins
7126,Milady 7126,sunset,clay,closed,green,mouse tank,tuft purple,,gyaru,b-drip,,,round glasses,,heart pearls earring
7127,Milady 7127,sonora,pale,dilated,green,tie dye shirt,og orange,,harajuku-gyaru,normal,snakebites,trucker white rabbit,,,
7128,Milady 7128,sunrise,pink,sparkle,blue,blue pink shirt,bowl brown,,lolita,normal,teardrops tattoo,blue pink bow,,,
7129,Milady 7129,harajuku,pink,teary,brown,mouse tank,bowl brown,castle neck tattoo,gyaru,a-drip,nose ring gold,trucker white rabbit,,,diamond stud
7130,Milady 7130,harajuku,pink,classic,aqua,maf creeper,short blonde,,hypebeast,b-drip,,,harajuku glasses,,
7131,Milady 7131,bushland,clay,classic,blue,tie dye shirt,og frosted blonde,castle neck tattoo,harajuku,normal,snakebites,,,,
7132,Milady 7132,mountain,clay,dilated,green,meline teddy,short blue,,hypebeast-gyaru,b-drip,,trucker white rabbit,,,loop chain earring
7133,Milady 7133,nagano,pale,crying,blue,black blazer,tuft blue,,prep,c-drip,,,,,burger earring
7134,Milady 7134,casino,clay,classic,brown,silk shirt,braid blue,,hypebeast-gyaru,a-drip,,trucker oasis,,,safety pin piercing
7135,Milady 7135,sunrise,clay,classic,brown,leopard polo,bowl brown,,hypebeast-gyaru,b-drip,temple cross tattoo,meedles headband,,,
7136,Milady 7136,clouds,pale,dilated,green,bear sweater,bowl green,,prep,b-drip,milady pilled tattoo,ivy cap,,,chain earrings
7137,Milady 7137,bushland,pale,teary,brown,mape hoodie,short orange,,hypebeast-gyaru,c-drip,,backwards trucker pink,,,
7138,Milady 7138,mountain,pink,closed,blue,ulzzang coat,og orange,,prep,normal,,,,,
7139,Milady 7139,mountain,tan,teary,blue,goth harajuku,braid blue,,harajuku,b-drip,,,,,double safety pins
